,INS_NM,JAB_NM,JENIS_FORMASI_NM,JUM_PENDAFTAR,JUM_PERJAB,LINK_WEB_INS_DAFTAR,LOKASI_NM,PENDIDIKAN_NM,ROWNUM
2893,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN NO 211 KAULO TAROBOK KECAMATAN MALIMBONG BALEPE,S-1 PGSD,2894
2894,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN 310 INPRES RATTEBONE KECAMATAN MALIMBONG BALEPE,S-1 PGSD,2895
2895,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN 332 INPRES KAPPUAN KECAMATAN MAPPAK,S-1 PGSD,2896
2896,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN 309 INPRES KADUNDUNG KECAMATAN MASANDA,S-1 PGSD,2897
2897,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN NO 370 SEPONDEATA KECAMATAN RANO,S-1 PGSD,2898
2898,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,1,www.tanatorajakab.go.id,SDN NO 164 SURAKAN KECAMATAN REMBON,S-1 PGSD,2899
2899,Pemerintah Provinsi Sulawesi Barat,GURU PRAKARYA PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 DURIPOKU,"S-1 PENDIDIKAN SENI DRAMA, TARI DAN MUSIK/S-1 PENDIDIKAN SENI LUKIS/S-1 PENDIDIKAN SENI RUPA",2900
2900,Pemerintah Provinsi Sulawesi Barat,APOTEKER AHLI PERTAMA,UMUM,0,2,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,RUMAH SAKIT UMUM DAERAH,S-1 APOTEKER + PROFESI,2901
2901,Pemerintah Provinsi Sulawesi Barat,PERAWAT TERAMPIL,UMUM,0,17,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,RUMAH SAKIT UMUM DAERAH,D-III KEPERAWATAN,2902
2902,Pemerintah Provinsi Sulawesi Barat,TERAPIS WICARA TERAMPIL,UMUM,0,2,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,RUMAH SAKIT UMUM DAERAH,D-III TERAPI WICARA,2903
2903,Pemerintah Provinsi Sulawesi Barat,TEKNIK JALAN DAN JEMBATAN AHLI PERTAMA,UMUM,0,2,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2904
2904,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Surabaya,D-IV GIZI,2905
2905,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Banjarmasin,D-IV TEKNIK ELEKTROMEDIK,2906
2906,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,2,https://cpns.kemkes.go.id,Poltekkes Kemenkes Jakarta I,D-IV ORTOTIK PROSTETIK,2907
2907,Kementerian Kesehatan,PERAWAT AHLI PERTAMA,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Jiwa Dr. Soeharto Heerdjan Jakarta,NERS,2908
2908,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Pontianak,D-IV KESEHATAN LINGKUNGAN,2909
2909,Kementerian Kesehatan,PERAWAT AHLI PERTAMA,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Kanker Dharmais Jakarta,NERS,2910
2910,Pemerintah Kab. Barito Timur,RADIOGRAFER TERAMPIL,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,KASI PENUNJANG PELAYANAN MEDIK PADA RSUD TAMIANG LAYANG,D-III RADIOGRAFER,2911
2911,Pemerintah Kab. Barito Timur,APOTEKER AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,UPTD PUSKESMAS HAYAPING KECAMATAN AWANG,S-1 APOTEKER,2912
2912,Pemerintah Kab. Barito Timur,NUTRISIONIS TERAMPIL,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,UPTD PUSKESMAS BAMBULUNG KECAMATAN PEMATANG KARAU,D-III GIZI,2913
2913,Pemerintah Kab. Tapin,ANALIS KINERJA,UMUM,0,1,,DINAS PERTANIAN KABUPATEN TAPIN,D-IV ADMINISTRASI/D-IV EKONOMI/D-IV MANAJEMEN/D-IV PSIKOLOGI/S-1 ADMINISTRASI/S-1 EKONOMI/S-1 MANAJEMEN/S-1 PSIKOLOGI,2914
2914,Pemerintah Kab. Tapin,"ANALIS PERENCANAAN, EVALUASI DAN PELAPORAN",UMUM,0,1,,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN TAPIN,D-IV EKONOMI PEMBANGUNAN/D-IV MANAJEMEN/S-1 EKONOMI PEMBANGUNAN/S-1 MANAJEMEN,2915
2915,Pemerintah Kab. Tapin,"ANALIS PERENCANAAN, EVALUASI DAN PELAPORAN",UMUM,0,1,,DINAS PERTANIAN KABUPATEN TAPIN,D-IV EKONOMI PEMBANGUNAN/D-IV MANAJEMEN/S-1 EKONOMI PEMBANGUNAN/S-1 MANAJEMEN,2916
2916,Pemerintah Kab. Tana Toraja,PENGELOLA SITUS/ WEB,UMUM,0,1,www.tanatorajakab.go.id,DINAS KOMUNIKASI DAN INFORMATIKA,S-1 MANAJEMEN TEKNIK INFORMATIKA/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER/S-1 TELEKOMUNIKASI,2917
2917,Pemerintah Kab. Tana Toraja,AUDITOR AHLI PERTAMA,UMUM,0,3,www.tanatorajakab.go.id,INSPEKTORAT,S-1 AKUNTANSI/S-1 EKONOMI/S-1 HUKUM/S-1 SOSPOL,2918
2918,Pemerintah Kab. Sidenreng Rappang,GURU KELAS AHLI PERTAMA,DISABILITAS FISIK,0,1,https://drive.google.com/file/d/1Ll9C2Xvs5vTH9A8o0rrWO1vLIccxGjmB/view,SD NEGERI 21 PANGKAJENE,S-1 PENDIDIKAN GURU SEKOLAH DASAR (PGSD),2919
2919,Pemerintah Kab. Sidenreng Rappang,GURU KELAS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/file/d/1Ll9C2Xvs5vTH9A8o0rrWO1vLIccxGjmB/view,SD NEGERI 2 TETEAJI,S-1 PENDIDIKAN GURU SEKOLAH DASAR (PGSD),2920
2920,Pemerintah Kab. Sidenreng Rappang,GURU KELAS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/file/d/1Ll9C2Xvs5vTH9A8o0rrWO1vLIccxGjmB/view,SD NEGERI 3 MASSEPE,S-1 PENDIDIKAN GURU SEKOLAH DASAR (PGSD),2921
2921,Pemerintah Provinsi Sulawesi Barat,PENGELOLA EKOSISTEM LAUT DAN PESISIR AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,DINAS KELAUTAN DAN PERIKANAN,S-1 PERIKANAN DAN KELAUTAN,2922
2922,Pemerintah Provinsi Sulawesi Barat,PENILAI PAJAK BUMI DAN BANGUNAN PERTAMA,UMUM,0,2,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,BADAN PENGELOLA KEUANGAN DAN PENDAPATAN DAERAH,S-1 AKUNTANSI/S-1 EKONOMI PERPAJAKAN,2923
2923,Pemerintah Provinsi Sulawesi Barat,GURU TIK AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 NOSU,S-1 PENDIDIKAN KOMPUTER TEKNIK INFORMATIKA,2924
2924,Pemerintah Provinsi Sulawesi Barat,GURU TIK AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 TOBADAK,S-1 PENDIDIKAN KOMPUTER TEKNIK INFORMATIKA,2925
2925,Kementerian Kesehatan,PERAWAT AHLI PERTAMA,UMUM,0,9,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Dr. Mohamad Hoesin Palembang,NERS,2926
2926,Kementerian Kesehatan,PERAWAT GIGI TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Dr. Wahidin Sudirohusodo Makassar,D-III KEPERAWATAN GIGI,2927
2927,Pemerintah Kab. Tapin,PENATA KEUANGAN,UMUM,0,1,,DINAS KEBUDAYAAN DAN PARIWISATA KABUPATEN TAPIN,D-IV AKUNTANSI/S-1 AKUNTANSI,2928
2928,Pemerintah Kab. Tapin,PENATA KEUANGAN,UMUM,0,1,,DINAS PERDAGANGAN KABUPATEN TAPIN,D-IV AKUNTANSI/S-1 AKUNTANSI,2929
2929,Pemerintah Kab. Tapin,PENATA KEUANGAN,UMUM,0,1,,KECAMATAN TAPIN TENGAH,D-IV AKUNTANSI/S-1 AKUNTANSI,2930
2930,Pemerintah Kab. Tapin,PENATA KEUANGAN,UMUM,0,1,,KECAMATAN TAPIN UTARA,D-IV AKUNTANSI/S-1 AKUNTANSI,2931
2931,Pemerintah Kota Banjarbaru,GURU KELAS AHLI PERTAMA,UMUM,0,1,http://bkpp.banjarbarukota.go.id/index.php/2015-03-09-03-11-12/info-cpns.html,SDN 3 LANDASAN ULIN TIMUR,S-1 PGSD,2932
2932,Pemerintah Kab. Minahasa,GURU PPKN AHLI PERTAMA,UMUM,0,1,,SMPN 5 TONDANO,S-1 PENDIDIKAN KEWARGANEGARAAN,2933
2933,Pemerintah Kab. Minahasa,DOKTER AHLI PERTAMA,UMUM,0,3,,PUSKESMAS,DOKTER UMUM,2934
2934,Pemerintah Kab. Minahasa,BIDAN TERAMPIL,UMUM,0,4,,PUSKESMAS,D-III KEBIDANAN,2935
2935,Pemerintah Kab. Minahasa,ANALIS BANGUNAN GEDUNG DAN PERMUKIMAN,UMUM,0,1,,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2936
2936,Pemerintah Kab. Minahasa,ANALIS INFRASTRUKTUR,UMUM,0,1,,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2937
2937,Pemerintah Kab. Minahasa,ANALIS PENGELOLAAN SUMBER DAYA AIR,UMUM,0,1,,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2938
2938,Pemerintah Kab. Minahasa,ANALIS SISTEM JARINGAN JALAN JEMBATAN,UMUM,0,1,,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2939
2939,Pemerintah Kab. Minahasa,ANALIS PERENCANAAN WILAYAH PERUMAHAN,UMUM,0,1,,DINAS PERUMAHAN RAKAYAT DAN KAWASAN PERMUKIMAN,S-1 PERENCANAAN WILAYAH DAN KOTA,2940
2940,Pemerintah Kab. Minahasa,PENATA PENYEHATAN LINGKUNGAN PERMUKIMAN,UMUM,0,1,,DINAS PERUMAHAN RAKAYAT DAN KAWASAN PERMUKIMAN,S-1 TEKNIK ARSITEKTUR,2941
2941,Pemerintah Kab. Minahasa,PENGELOLA PERENCANAAN TEKNIS TATA BANGUNAN,UMUM,0,1,,DINAS PERUMAHAN RAKAYAT DAN KAWASAN PERMUKIMAN,S-1 TEKNIK SIPIL,2942
2942,Pemerintah Kab. Kepulauan Sangihe,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,,SMP NEGERI 1 KENDAHE,S-1 PENDIDIKAN AGAMA ISLAM,2943
2943,Pemerintah Kab. Kepulauan Sangihe,DOKTER SPESIALIS BEDAH AHLI PERTAMA,UMUM,0,1,,RS TIPE D PRATAMA,S-1 DOKTER SPESIALIS BEDAH,2944
2944,Pemerintah Kab. Kepulauan Sangihe,DOKTER SPESIALIS THT AHLI PERTAMA,UMUM,0,1,,RSD LIUNKENDAGE,S-1 DOKTER SPESIALIS THT,2945
2945,Pemerintah Kab. Kepulauan Sangihe,DOKTER AHLI PERTAMA,UMUM,0,1,,PKM KENDAHE,DOKTER UMUM,2946
2946,Pemerintah Kab. Kepulauan Sangihe,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,,PKM KAHAKITANG,DOKTER GIGI,2947
2947,Pemerintah Kab. Kepulauan Sangihe,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,,PKM TAHUNA BARAT,DOKTER GIGI,2948
2948,Pemerintah Kab. Kepulauan Sangihe,PERAWAT GIGI TERAMPIL,UMUM,0,1,,PKM LAPANGO,D-III KEPERAWATAN GIGI,2949
2949,Pemerintah Kab. Kepulauan Sangihe,PERAWAT GIGI TERAMPIL,UMUM,0,1,,PKM SALURANG,D-III KEPERAWATAN GIGI,2950
2950,Pemerintah Kab. Kepulauan Sangihe,GURU KELAS AHLI PERTAMA,UMUM,0,2,,SDN INPRES ANGGES,S-1 PGSD,2951
2951,Pemerintah Kab. Kepulauan Sangihe,GURU KELAS AHLI PERTAMA,UMUM,0,2,,SDN LIMBALO,S-1 PGSD,2952
2952,Pemerintah Kab. Kepulauan Sangihe,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN TINAKARENG,S-1 PGSD,2953
2953,Pemerintah Kab. Kepulauan Sangihe,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN INPRES PINDANG APENG,S-1 PGSD,2954
2954,Pemerintah Kab. Kepulauan Sangihe,ANALIS KONSULTASI DAN BANTUAN HUKUM,UMUM,0,1,,BAGIAN HUKUM SETDA,S-1 HUKUM,2955
2955,Pemerintah Kab. Kepulauan Sangihe,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN ENEPAHEMBANG,S-1 PGSD,2956
2956,Badan Pengawas Obat dan Makanan ,PENGAWAS FARMASI DAN MAKANAN AHLI PERTAMA,LULUSAN TERBAIK,0,6,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 5 (Propinsi Jatim - Bali - NTB - NTT),APOTEKER,2957
2957,Badan Pengawas Obat dan Makanan ,PENGAWAS FARMASI DAN MAKANAN AHLI PERTAMA,LULUSAN TERBAIK,0,11,https://www.pom.go.id/new/view/more/berita/14836/PENERIMAAN-CPNS-BADAN-POM-TAHUN-ANGGARAN-2018.html,Zona 2 (Propinsi Aceh - Sumut - Sumbar - Riau - Kepri),APOTEKER,2958
2958,Badan Nasional Penanggulangan Bencana,PENGELOLA DATABASE,UMUM,0,2,https://drive.google.com/drive/folders/16H3rN6LJXotpCpj1Wb_y5cVKsko8brG0?usp=sharing,Direktorat Penanganan Pengungsi,D-III MANAJEMEN INFORMATIKA,2959
2959,Pemerintah Kab. Seluma,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,25,https://bkpsdm.selumakab.go.id/wp-content/uploads/2018/09/PENGUMUMAN-CPNS-2018-min_opt-1.pdf,PEMERINTAH KABUPATEN SELUMA PROVINSI BENGKULU,S-1 PENDIDIKAN AGAMA ISLAM,2960
2960,Pemerintah Kab. Seluma,GURU KELAS AHLI PERTAMA,UMUM,0,67,https://bkpsdm.selumakab.go.id/wp-content/uploads/2018/09/PENGUMUMAN-CPNS-2018-min_opt-1.pdf,PEMERINTAH KABUPATEN SELUMA PROVINSI BENGKULU,S-1 PGSD,2961
2961,Pemerintah Kota Tangerang,GURU SENI BUDAYA AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 26 Kota Tangerang,S-1 PENDIDIKAN SENI,2962
2962,Pemerintah Kota Tangerang,GURU SENI BUDAYA AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 30 Kota Tangerang,D-IV PENDIDIKAN SENI,2963
2963,Pemerintah Kota Tangerang,GURU BIMBINGAN KONSELING AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 31 Kota Tangerang,S-1 BIMBINGAN KONSELING,2964
2964,Pemerintah Kota Tangerang,GURU BIMBINGAN KONSELING AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 32 Kota Tangerang,S-1 BIMBINGAN KONSELING,2965
2965,Pemerintah Kota Tangerang,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 27 Kota Tangerang,S-1 PENDIDIKAN AGAMA ISLAM,2966
2966,Pemerintah Kota Tangerang,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,SMPN 32 Kota Tangerang,S-1 PENDIDIKAN AGAMA ISLAM,2967
2967,Pemerintah Kota Tangerang,DOKTER AHLI PERTAMA,UMUM,0,2,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,Puskesmas Bugel,DOKTER UMUM,2968
2968,Pemerintah Kota Tangerang,DOKTER AHLI PERTAMA,UMUM,0,6,https://bkpsdm.tangerangkota.go.id/apps/read/artikel/164/Berita-BKPSDM/Pengumuman-Penerimaan-CPNS-Kota-Tangerang-Tahun-2018,RSUD Kota Tangerang,DOKTER UMUM,2969
2969,Pemerintah Kab. Barito Selatan,DOKTER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,RSUD JARAGA SASAMEH BUNTOK,DOKTER UMUM,2970
2970,Pemerintah Kab. Barito Selatan,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,SDN 1 BINTANG KURUNG,S-1 PENDIDIKAN AGAMA ISLAM,2971
2971,Pemerintah Kab. Barito Selatan,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,SMPN 1 GUNUNG BINTANG AWAI,S-1 PENDIDIKAN BAHASA INGGRIS,2972
2972,Pemerintah Kab. Barito Selatan,DOKTER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS KALAHIEN,DOKTER UMUM,2973
2973,Pemerintah Kab. Barito Selatan,DOKTER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BANGKUANG,DOKTER UMUM,2974
2974,Pemerintah Kab. Barito Selatan,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BUNTOK,DOKTER GIGI,2975
2975,Pemerintah Kab. Barito Selatan,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS KALAHIEN,DOKTER GIGI,2976
2976,Pemerintah Kab. Barito Selatan,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS SABABILAH,DOKTER GIGI,2977
2977,Pemerintah Kab. Barito Selatan,PERAWAT AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BANGKUANG,S-1 KEPERAWATAN (NERS),2978
2978,Pemerintah Kab. Barito Selatan,APOTEKER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS KALAHIEN,APOTEKER,2979
2979,Pemerintah Kab. Barito Selatan,APOTEKER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BANGKUANG,APOTEKER,2980
2980,Pemerintah Kab. Barito Selatan,ASISTEN APOTEKER TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS SABABILAH,D-III FARMASI,2981
2981,Pemerintah Kab. Barito Selatan,ASISTEN APOTEKER TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BUNTOK,D-III FARMASI,2982
2982,Pemerintah Kab. Barito Selatan,NUTRISIONIS TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS PENDANG,D-III GIZI,2983
2983,Pemerintah Kab. Barito Selatan,PERAWAT TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS SABABILAH,D-III KEPERAWATAN,2984
2984,Pemerintah Kab. Tapin,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN ANDHIKA KEC TAPIN TENGAH,S-1 PGSD,2985
2985,Pemerintah Kab. Tapin,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN BATU HAPU 2 KEC HATUNGUN,S-1 PGSD,2986
2986,Pemerintah Kab. Tapin,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SDN BUAS BUAS 1 KEC CLU,S-1 PGSD,2987
2987,Pemerintah Kab. Tapin,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,,SDN KALUMPANG 3 KEC BUNGUR,S-1 PENDIDIKAN AGAMA ISLAM,2988
2988,Pemerintah Kab. Tapin,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,,SDN PIPITAK JAYA 2 KEC PIANI,S-1 PENDIDIKAN AGAMA ISLAM,2989
2989,Pemerintah Kab. Tapin,GURU PENJAS AHLI PERTAMA,UMUM,0,1,,SDN RAWA MUNING 1 KEC TAPIN TENGAH,S-1 PENDIDIKAN JASMANI DAN KESEHATAN,2990
2990,Pemerintah Kab. Tapin,DOKTER AHLI PERTAMA,UMUM,0,1,,PUSKESMAS MARGASARI,DOKTER UMUM(PROFESI),2991
2991,Pemerintah Kab. Tapin,DOKTER AHLI PERTAMA,UMUM,0,2,,RSUD DATU SANGGUL KAB TAPIN,DOKTER UMUM(PROFESI),2992
2992,Pemerintah Kab. Tapin,ASISTEN APOTEKER TERAMPIL,UMUM,0,1,,PUSKESMAS MARGASARI,D-III FARMASI,2993
2993,Pemerintah Kab. Tapin,PERAWAT TERAMPIL,UMUM,0,8,,RSUD DATU SANGGUL KAB TAPIN,D-III KEPERAWATAN,2994
2994,Pemerintah Kab. Minahasa,GURU AGAMA KRISTEN AHLI PERTAMA,UMUM,0,1,,SDN SASARAN,S-1 PENDIDIKAN GURU AGAMA KRISTEN,2995
2995,Pemerintah Kab. Minahasa,GURU AGAMA KRISTEN AHLI PERTAMA,UMUM,0,1,,SD INPRES 4(82 LEMOH,S-1 PENDIDIKAN GURU AGAMA KRISTEN,2996
2996,Pemerintah Kab. Minahasa,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SD INPRES 1 TONSEALAMA,S-1 PENDIDIKAN GURU SEKOLAH DASAR (PGSD),2997
2997,Pemerintah Kab. Minahasa,GURU KELAS AHLI PERTAMA,UMUM,0,1,,SD INPRES LEMOH,S-1 PENDIDIKAN GURU SEKOLAH DASAR (PGSD),2998
2998,Pemerintah Kab. Poso,NUTRISIONIS TERAMPIL,UMUM,0,2,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,D-III GIZI,2999
2999,Pemerintah Kab. Poso,TEKNISI ELEKTRO MEDIS TERAMPIL,UMUM,0,1,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,D-III ELEKTROMEDIK,3000
3000,Pemerintah Kab. Poso,SANITARIAN TERAMPIL,UMUM,0,1,http://bit.ly/2xjxVeH,Puskesmas Tangkura,D-III KESEHATAN LINGKUNGAN,3001
3001,Pemerintah Kab. Poso,TEKNIK JALAN DAN JEMBATAN,UMUM,0,3,http://bit.ly/2xjxVeH,Dinas Pekerjaan Umum,S-1 TEKNIK SIPIL,3002
3002,Pemerintah Kab. Poso,PENATA ANASTESI AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,D-IV KEPERAWATAN ANESTESI,3003
3003,Pemerintah Kab. Poso,GURU IPS AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,SMPN 3 Kec. Poso Pesisir,S-1 PENDIDIKAN IPS,3004
3004,Pemerintah Kab. Tojo Una Una,GURU KELAS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/file/d/1Y0wGr8pi2GfuSkONp1sHesCwUEPm5mG0/view?usp=sharing,SD NEGERI 1 KATOGOP,S-1 PGSD,3005
3005,Pemerintah Kab. Tojo Una Una,GURU KELAS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/file/d/1Y0wGr8pi2GfuSkONp1sHesCwUEPm5mG0/view?usp=sharing,SD NEGERI 1 MAROWO,S-1 PGSD,3006
3006,Pemerintah Kab. Tojo Una Una,GURU KELAS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/file/d/1Y0wGr8pi2GfuSkONp1sHesCwUEPm5mG0/view?usp=sharing,SD NEGERI 2 SALINGGOHA,S-1 PGSD,3007
